Title,Released,Runtime,Genre,Awards,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice,Language,budget_max,Format
Stalker,1980-04-17,162 min,"Drama, Sci-Fi",2 wins & 2 nominations,83.0,8.1,"137,433",tt0079944,292049.0,Russian,0.0,others
Love Spreads,2021-06-18,93 min,Comedy,,,3.6,181,tt11777510,,English,0.0,others
A Crime on the Bayou,2021-06-18,91 min,Documentary,2 nominations,81.0,6.5,96,tt10837932,,English,0.0,others
Good on Paper,2021-06-23,92 min,"Comedy, Romance",,54.0,5.6,"12,956",tt8231668,,English,0.0,netflix
F9: The Fast Saga,2021-06-25,143 min,"Action, Crime, Thriller",2 wins & 12 nominations,58.0,5.2,"138,750",tt5433138,173005945.0,English,,others
The Ice Road,2021-06-25,109 min,"Action, Adventure, Thriller",2 nominations,42.0,5.6,"43,193",tt3758814,,English,0.0,others
Werewolves Within,2021-07-02,97 min,"Comedy, Horror, Mystery",2 wins & 3 nominations,66.0,6.0,"21,482",tt9288692,575783.0,English,6500000.0,others
False Positive,2021-06-25,92 min,"Horror, Mystery, Thriller",,54.0,4.7,"6,481",tt10096842,,English,0.0,others
Lansky,2021-06-25,119 min,"Biography, Crime, Drama",,45.0,6.2,"8,497",tt5078852,61030.0,"English, Hebrew",183210.0,others
I Carry You with Me,2021-07-08,111 min,Drama,5 wins & 25 nominations,76.0,6.7,"1,302",tt11388990,166403.0,"Spanish, English",0.0,others
Mary J Blige's My Life,2021-06-25,82 min,Documentary,3 nominations,56.0,6.6,603,tt11383348,,English,,others
Fathom,1967-08-09,99 min,"Adventure, Comedy",,,5.7,"1,704",tt0061653,,English,0.0,others
Rollers,2021-06-25,,Comedy,,,,48,tt9124868,,English,0.0,others
America: The Motion Picture,2021-06-30,98 min,"Animation, Action, Adventure",,38.0,5.6,"6,837",tt6733874,,English,0.0,netflix
Zola,2021-06-30,86 min,"Comedy, Crime, Drama",8 wins & 37 nominations,76.0,6.5,"15,452",tt5439812,4844399.0,English,5000000.0,others
No Sudden Move,2021-07-01,115 min,"Crime, Drama, Mystery",,76.0,6.4,"37,183",tt11525644,,English,0.0,others
The Tomorrow War,2021-07-02,138 min,"Action, Adventure, Drama",8 nominations,45.0,6.5,"211,583",tt9777666,,English,200000000.0,others
The Forever Purge,2021-07-02,103 min,"Action, Crime, Horror",1 win,53.0,5.4,"36,790",tt10327252,44539245.0,"English, Spanish",18000000.0,others
Fear Street: Part One - 1994,2021-07-02,107 min,"Drama, Horror, Mystery",2 wins & 1 nomination,67.0,6.2,"84,897",tt6566576,,English,,others
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021-07-02,118 min,"Documentary, Music",Won 1 Oscar. 71 wins & 44 nominations total,96.0,8.0,"12,654",tt11422728,2320649.0,English,0.0,others
Till Death,2021-07-02,88 min,Thriller,,66.0,5.8,"23,409",tt11804152,,English,0.0,others
Let Us In,2021-07-02,84 min,"Horror, Sci-Fi",,56.0,4.4,627,tt10533804,,English,0.0,others
Black Widow,2021-07-09,134 min,"Action, Adventure, Sci-Fi",12 wins & 34 nominations,68.0,6.7,"391,279",tt3480822,183651655.0,"English, Russian, Norwegian, Hungarian, Macedonian, Finnish",200000000.0,others
Fear Street: Part Two - 1978,2021-07-09,109 min,"Drama, Horror, Mystery",1 win & 2 nominations,61.0,6.7,"67,914",tt9701940,,English,,others
Summertime,1955-11-07,100 min,"Comedy, Drama, Romance",Nominated for 2 Oscars. 2 wins & 5 nominations total,,7.1,"9,210",tt0048673,,"English, Italian",0.0,others
Gunpowder Milkshake,2021-07-14,114 min,"Action, Crime, Thriller",4 nominations,47.0,6.0,"46,876",tt8368408,,"English, Russian",30000000.0,others
Space Jam: A New Legacy,2021-07-15,115 min,"Animation, Adventure, Comedy",7 wins & 5 nominations,36.0,4.5,"74,610",tt3554046,70592228.0,English,161900000.0,others
Escape Room: Tournament of Champions,2021-07-16,88 min,"Action, Adventure, Horror",,48.0,5.7,"48,892",tt9844522,25314753.0,"English, Ukrainian",15000000.0,others
Fear Street: Part Three - 1666,2021-07-16,114 min,"Horror, Mystery",1 win & 1 nomination,68.0,6.6,"56,279",tt9701942,,English,,others
Die in a Gunfight,2021-07-16,92 min,"Action, Comedy, Crime",,23.0,4.4,"3,058",tt1697800,,"English, Latin, French",0.0,others
Pig,2021-07-16,92 min,"Drama, Mystery",37 wins & 72 nominations,82.0,6.9,"79,600",tt11003218,3186668.0,"English, Persian",0.0,others
Out of Death,2021-07-16,96 min,"Crime, Thriller",1 nomination,,3.3,"5,243",tt12528166,,English,0.0,others
Roadrunner: A Film About Anthony Bourdain,2021-07-16,119 min,Documentary,3 wins & 5 nominations,,7.7,"8,198",tt14512538,5354970.0,English,0.0,others
How It Ends,2018-07-13,113 min,"Action, Drama, Horror",5 nominations,36.0,5.0,"55,180",tt5246700,,English,20000000.0,netflix
Trollhunters: Rise of the Titans,2021-07-21,104 min,"Animation, Action, Adventure",4 nominations,,6.6,"5,382",tt12851396,,"English, Mandarin, Portuguese",0.0,netflix
Snake Eyes,1998-08-07,98 min,"Crime, Mystery, Thriller",1 win & 4 nominations,52.0,6.1,"83,714",tt0120832,55591409.0,English,,others
Old,2021-07-23,108 min,"Drama, Horror, Mystery",1 win & 7 nominations,55.0,5.8,"130,704",tt10954652,48276510.0,English,18000000.0,others
Joe Bell,2021-07-23,94 min,"Biography, Drama",,54.0,6.2,"8,186",tt4651466,1405488.0,English,0.0,others
Jolt,2021-07-23,91 min,"Action, Comedy, Crime",1 win,48.0,5.6,"32,755",tt10228134,,English,0.0,others
Midnight in the Switchgrass,2021-07-23,99 min,"Action, Crime, Thriller",2 nominations,24.0,4.5,"8,658",tt11656220,,English,15000000.0,others
Broken Diamonds,2021-07-23,90 min,Drama,1 win & 1 nomination,34.0,5.6,292,tt6484398,,English,0.0,others
Val,2021-08-06,109 min,"Documentary, Biography",3 wins & 23 nominations,73.0,7.6,"13,303",tt14731254,,English,0.0,others
Ailey,2021-07-23,95 min,"Documentary, Biography, History",5 nominations,77.0,6.7,274,tt13622084,204513.0,English,0.0,others
Jungle Cruise,2021-07-30,127 min,"Action, Adventure, Comedy",5 wins & 9 nominations,50.0,6.6,"196,819",tt0870154,116987516.0,"English, German, Spanish, Tupi, Italian, Portuguese, Latin, French",200000000.0,others
Vivo,2021-08-06,95 min,"Animation, Adventure, Comedy",1 win & 17 nominations,66.0,6.7,"19,908",tt6338498,,"English, Spanish",0.0,others
Stillwater,2021-07-30,139 min,"Crime, Drama, Thriller",2 nominations,60.0,6.6,"45,973",tt10696896,14465535.0,"English, French",20000000.0,others
The Green Knight,2021-07-30,130 min,"Adventure, Drama, Fantasy",22 wins & 115 nominations,85.0,6.6,"104,917",tt9243804,17173321.0,"Latin, English",15000000.0,others
Nine Days,2021-07-30,124 min,"Drama, Fantasy",5 wins & 22 nominations,72.0,6.8,"9,305",tt10451852,694849.0,English,10000000.0,others
Ride the Eagle,2021-07-30,88 min,"Comedy, Drama",,54.0,6.3,"3,273",tt14673560,,English,0.0,others
The Evening Hour,2021-07-13,114 min,Drama,3 nominations,47.0,5.4,313,tt5554356,,English,0.0,others
Lorelei,2021-07-30,111 min,Drama,5 wins & 13 nominations,71.0,6.4,"2,096",tt6461318,12642.0,,0.0,others
Enemies of the State,2021-07-30,103 min,Documentary,3 nominations,74.0,6.0,706,tt10388028,8495.0,English,0.0,others
The Suicide Squad,2021-08-05,132 min,"Action, Adventure, Comedy",4 wins & 41 nominations,72.0,7.2,"363,738",tt6334354,55817425.0,English,185000000.0,others
Naked Singularity,2021-08-13,93 min,"Comedy, Crime, Drama",2 wins,36.0,4.8,"2,654",tt9598214,3050.0,English,0.0,others
John and the Hole,2021-08-06,103 min,"Drama, Horror, Thriller",3 wins & 7 nominations,61.0,5.2,"3,504",tt11307724,25386.0,English,0.0,others
Playing God,1997-10-17,94 min,"Crime, Drama, Thriller",,,5.6,"7,779",tt0119906,4166918.0,"English, Russian",0.0,others
Swan Song,2021-12-17,116 min,"Drama, Romance, Sci-Fi",Nominated for 1 BAFTA Award2 wins & 11 nominations total,66.0,6.8,"15,238",tt13207508,,English,0.0,others
She Ball,2022-05-09,97 min,"Comedy, Drama, Sport",4 nominations,,3.2,415,tt7768784,,English,0.0,others
The Kissing Booth 3,2021-08-11,112 min,"Comedy, Romance",,36.0,4.8,"18,424",tt12783454,,English,0.0,netflix
Homeroom,2021-08-12,90 min,Documentary,2 wins & 4 nominations,68.0,5.7,266,tt13622168,,English,0.0,others
Free Guy,2021-08-13,115 min,"Action, Adventure, Comedy",Nominated for 1 Oscar. 5 wins & 29 nominations total,62.0,7.1,"382,310",tt6264654,121626598.0,"English, Japanese, German",110000000.0,others
Respect,2021-08-13,145 min,"Biography, Drama, Music",3 wins & 40 nominations,61.0,6.6,"16,012",tt2452150,24278399.0,English,0.0,others
Beckett,2021-08-13,110 min,"Action, Crime, Drama",1 nomination,52.0,5.7,"27,020",tt10230994,,"English, Greek",0.0,netflix
Don't Breathe 2,2021-08-13,98 min,"Action, Crime, Horror",1 nomination,46.0,6.0,"61,405",tt6246322,32712950.0,English,10000000.0,others
CODA,2021-08-13,111 min,"Comedy, Drama, Music",Won 3 Oscars. 65 wins & 140 nominations total,72.0,8.0,"143,193",tt10366460,,"American Sign , English",10000000.0,others
